u_id,u_school,u_keyboard,session_type,session_rating,avgcpm,session
205007,bmc,swc,8,3,32.939,7
205007,bmc,swc,9,2,27.153,8
205007,bmc,swc,10,2,31.689,9
205007,bmc,swc,11,2,28.447,10
205007,bmc,swc,12,3,31.55,11
205007,bmc,swc,13,2,33.738,12
205007,bmc,swc,14,2,34.847,13
205007,bmc,swc,15,2,42.795,14
205007,bmc,swc,16,2,36.246,15
205007,bmc,swc,17,4,35.988,16
205007,bmc,swc,18,4,40.911,17
205007,bmc,swc,19,4,39.634,18
205007,bmc,swc,20,5,37.068,19
205007,bmc,swc,21,3,43.388,20
205007,bmc,swc,22,4,40.508,21
205007,bmc,swc,23,4,46.513,22
205007,bmc,swc,24,3,42.273333,23
205007,bmc,swc,25,5,44.984,24
205007,bmc,swc,26,5,44.72,25
205007,bmc,swc,27,5,45.128,26
205007,bmc,swc,28,5,46.521,27
205007,bmc,swc,29,3,36.596,28
205007,bmc,swc,30,4,37.165,29
205007,bmc,swc,31,2,39.545,30
205008,bmc,swiftkey,2,4,17.748,1
205008,bmc,swiftkey,3,4,24.452,2
205008,bmc,swiftkey,4,5,27.33,3
205008,bmc,swiftkey,5,5,25.803,4
205008,bmc,swiftkey,6,4,31.148,5
205008,bmc,swiftkey,7,5,35.973,6
205008,bmc,swiftkey,8,5,32.263,7
205008,bmc,swiftkey,9,5,36.385,8
205008,bmc,swiftkey,10,5,31.938,9
205008,bmc,swiftkey,11,5,30.318,10
205008,bmc,swiftkey,12,2,34.22,11
205008,bmc,swiftkey,13,4,37.897,12
205008,bmc,swiftkey,14,5,41.311,13
205008,bmc,swiftkey,15,5,45.135556,14
205008,bmc,swiftkey,16,5,43.876,15
205008,bmc,swiftkey,17,5,43.124,16
205008,bmc,swiftkey,18,5,46.177,17
205008,bmc,swiftkey,19,2,40.471,18
205008,bmc,swiftkey,20,2,39.299,19
205008,bmc,swiftkey,21,4,41.773,20
205008,bmc,swiftkey,22,2,46.903,21
205008,bmc,swiftkey,23,4,39.939,22
205008,bmc,swiftkey,24,4,44.274,23
205008,bmc,swiftkey,25,5,47.817,24
205008,bmc,swiftkey,26,5,50.666,25
205008,bmc,swiftkey,27,5,42.042,26
205008,bmc,swiftkey,28,4,44.818,27
205008,bmc,swiftkey,29,4,52.324,28
205008,bmc,swiftkey,30,5,43.05,29
205008,bmc,swiftkey,31,5,47.957,30
205009,bmc,swiftkey,2,5,15.936,1
205009,bmc,swiftkey,3,4,18.267778,2
205009,bmc,swiftkey,4,5,20.905,3
205009,bmc,swiftkey,5,5,23.668,4
205009,bmc,swiftkey,6,5,29.073,5
205009,bmc,swiftkey,7,5,26.842,6
205009,bmc,swiftkey,8,5,33.575,7
205009,bmc,swiftkey,9,5,29.263,8
205009,bmc,swiftkey,10,4,26.886667,9
205009,bmc,swiftkey,11,5,35.571,10
205009,bmc,swiftkey,12,4,28.363,11
205009,bmc,swiftkey,13,5,31.649,12
205009,bmc,swiftkey,14,5,32.374,13
205009,bmc,swiftkey,15,5,29.128,14
205009,bmc,swiftkey,16,5,31.338,15
205009,bmc,swiftkey,17,5,40.349,16
205009,bmc,swiftkey,18,5,36.981,17
205009,bmc,swiftkey,19,4,26.858889,18
205009,bmc,swiftkey,20,5,40.836667,19
205009,bmc,swiftkey,21,5,38.904,20
205009,bmc,swiftkey,22,5,41.519,21
205009,bmc,swiftkey,23,4,42.727,22
205009,bmc,swiftkey,24,4,38.967,23
205009,bmc,swiftkey,25,5,36.417,24
205009,bmc,swiftkey,26,4,39.334,25
205009,bmc,swiftkey,27,4,38.11,26
205009,bmc,swiftkey,28,4,40.043,27
205009,bmc,swiftkey,29,5,36.399,28
205009,bmc,swiftkey,30,4,38.723,29
205009,bmc,swiftkey,31,5,39.877,30
206001,bmc,cdac,2,4,18.712,1
206001,bmc,cdac,3,4,21.982,2
206001,bmc,cdac,4,4,19.384,3
206001,bmc,cdac,5,5,22.853,4
206001,bmc,cdac,6,5,25.387,5
206001,bmc,cdac,7,5,26.73,6
206001,bmc,cdac,8,4,25.961,7
206001,bmc,cdac,9,5,27.815,8
206001,bmc,cdac,10,4,27.194,9
206001,bmc,cdac,11,5,26.416,10
206001,bmc,cdac,12,5,30.01,11
206001,bmc,cdac,13,2,28.222,12
206001,bmc,cdac,14,4,28.536,13
206001,bmc,cdac,15,3,26.416,14
206001,bmc,cdac,16,4,32.476,15
206001,bmc,cdac,17,4,32.079,16
206001,bmc,cdac,18,5,37.174,17
206001,bmc,cdac,19,3,40.961,18
206001,bmc,cdac,20,5,34.395,19
206001,bmc,cdac,21,4,34.719,20
206001,bmc,cdac,22,3,38.165,21
206001,bmc,cdac,23,1,39.198,22
206001,bmc,cdac,24,3,33.5,23
206001,bmc,cdac,25,5,37.681,24
206001,bmc,cdac,26,5,40.162,25
206001,bmc,cdac,27,4,33.316,26
206001,bmc,cdac,28,4,34.136,27
206001,bmc,cdac,29,2,38.971,28
206001,bmc,cdac,30,5,41.041,29
206001,bmc,cdac,31,5,36.941,30
206002,bmc,swc,2,4,20.58,1
206002,bmc,swc,3,5,25.635,2
206002,bmc,swc,4,5,25.345556,3
206002,bmc,swc,5,4,22.251111,4
206002,bmc,swc,6,2,24.06,5
206002,bmc,swc,7,5,26.363,6
206002,bmc,swc,8,4,31.886,7
206002,bmc,swc,9,2,29.915,8
206002,bmc,swc,10,3,27.889,9
206002,bmc,swc,11,2,35.984,10
206002,bmc,swc,12,4,36.7,11
206002,bmc,swc,13,2,37.292,12
206002,bmc,swc,14,5,37.252,13
206002,bmc,swc,15,3,36.998,14
206002,bmc,swc,16,4,37.61,15
206002,bmc,swc,17,2,42.672,16
206002,bmc,swc,18,4,36.733,17
206002,bmc,swc,19,2,38.641,18
206002,bmc,swc,20,4,34.012,19
206002,bmc,swc,21,2,36.423,20
206002,bmc,swc,22,5,35.991,21
206002,bmc,swc,23,2,34.903,22
206002,bmc,swc,24,2,43.869,23
206002,bmc,swc,25,2,40.179,24
206002,bmc,swc,26,5,35.707,25
206002,bmc,swc,27,5,47.3,26
206002,bmc,swc,28,4,44.594,27
206002,bmc,swc,29,4,45.158,28
206002,bmc,swc,30,2,46.231,29
206002,bmc,swc,31,5,38.682,30
206003,bmc,swc,2,4,13.65,1
206003,bmc,swc,3,5,17.842,2
206003,bmc,swc,4,3,20.882857,3
206003,bmc,swc,5,3,14.914,4
206003,bmc,swc,6,3,23.326667,5
206003,bmc,swc,7,4,23.00875,6
206003,bmc,swc,8,4,26.382,7
206003,bmc,swc,9,4,26.226,8
206003,bmc,swc,10,4,28.225556,9
206003,bmc,swc,11,4,32.424,10
206003,bmc,swc,12,4,24.755,11
206003,bmc,swc,13,3,28.12,12
206003,bmc,swc,14,4,29.479,13
206003,bmc,swc,15,4,33.788,14
206003,bmc,swc,16,4,37.886,15
206003,bmc,swc,17,5,39.767778,16
206003,bmc,swc,18,5,33.194444,17
206003,bmc,swc,19,5,29.014,18
206003,bmc,swc,20,5,38.667,19
206003,bmc,swc,21,5,35.028,20
206003,bmc,swc,22,5,40.14,21
206003,bmc,swc,23,5,41.389,22
206003,bmc,swc,24,5,37.407,23
206003,bmc,swc,25,5,47.328889,24
206003,bmc,swc,26,5,37.573,25
206003,bmc,swc,27,5,43.347,26
206003,bmc,swc,28,5,39.076,27
206003,bmc,swc,29,5,38.819,28
206003,bmc,swc,30,5,37.9,29
206003,bmc,swc,31,5,41.061,30
206004,bmc,swiftkey,2,5,16.699,1
206004,bmc,swiftkey,3,5,23.02,2
206004,bmc,swiftkey,4,2,24.982,3
206004,bmc,swiftkey,5,2,21.16,4
206004,bmc,swiftkey,6,4,19.752,5
206004,bmc,swiftkey,7,5,24.589,6
206004,bmc,swiftkey,8,4,24.45,7
206004,bmc,swiftkey,9,2,22.985,8
206004,bmc,swiftkey,10,4,19.863,9
206004,bmc,swiftkey,11,2,26.036,10
206004,bmc,swiftkey,12,4,31.581,11
206004,bmc,swiftkey,13,5,24.466,12
206004,bmc,swiftkey,14,4,21.309,13
206004,bmc,swiftkey,15,4,28.813,14
206004,bmc,swiftkey,16,2,27.267,15
206004,bmc,swiftkey,17,4,22.562,16
206004,bmc,swiftkey,18,2,24.395,17
206004,bmc,swiftkey,19,4,31.042,18
206004,bmc,swiftkey,20,2,22.471,19
206004,bmc,swiftkey,21,4,23.439,20
206004,bmc,swiftkey,22,4,27.415,21
206004,bmc,swiftkey,23,4,31.84,22
206004,bmc,swiftkey,24,2,21.565,23
206004,bmc,swiftkey,25,1,28.107778,24
206004,bmc,swiftkey,26,1,30.098889,25
206004,bmc,swiftkey,27,5,27.33,26
206004,bmc,swiftkey,28,4,24.896,27
206004,bmc,swiftkey,29,5,36.594,28
206004,bmc,swiftkey,30,5,34.31,29
206004,bmc,swiftkey,31,5,33.491,30
206005,bmc,swc,2,2,19.515556,1
206005,bmc,swc,3,2,20.844444,2
206005,bmc,swc,4,2,25.901429,3
206005,bmc,swc,5,4,26.722222,4
206005,bmc,swc,6,3,29.957,5
206005,bmc,swc,7,3,35.108,6
206005,bmc,swc,8,2,32.088,7
206005,bmc,swc,9,4,31.47,8
206005,bmc,swc,10,2,31.666,9
206005,bmc,swc,11,4,37.415,10
206005,bmc,swc,12,4,35.47,11
206005,bmc,swc,13,4,36.914,12
206005,bmc,swc,14,4,31.533333,13
206005,bmc,swc,15,5,36.1,14
206005,bmc,swc,16,3,34.95,15
206005,bmc,swc,17,5,33.903,16
206005,bmc,swc,18,3,39.156,17
206005,bmc,swc,19,4,40.617,18
206005,bmc,swc,20,4,38.013,19
206005,bmc,swc,21,4,42.19,20
206005,bmc,swc,22,2,40.371,21
206005,bmc,swc,23,4,42.193,22
206005,bmc,swc,24,4,40.913,23
206005,bmc,swc,25,4,42.056,24
206005,bmc,swc,26,5,40.056,25
206005,bmc,swc,27,5,41.851,26
206005,bmc,swc,28,5,48.439,27
206005,bmc,swc,29,5,41.14,28
206005,bmc,swc,30,5,43.373,29
206005,bmc,swc,31,5,48.482,30
206006,bmc,cdac,2,5,19.429,1
206006,bmc,cdac,3,5,22.382,2
206006,bmc,cdac,4,5,26.933333,3
206006,bmc,cdac,5,4,25.82,4
206006,bmc,cdac,6,2,23.927,5
206006,bmc,cdac,7,5,30.542,6
206006,bmc,cdac,8,4,32.83,7
206006,bmc,cdac,9,4,31.054,8
206006,bmc,cdac,10,5,38.543,9
206006,bmc,cdac,11,4,32.549,10
206006,bmc,cdac,12,5,38.551,11
206006,bmc,cdac,13,5,38.854,12
206006,bmc,cdac,14,4,37.111,13
206006,bmc,cdac,15,5,36.41,14
206006,bmc,cdac,16,5,41.279,15
206006,bmc,cdac,17,5,40.437,16
206006,bmc,cdac,18,4,31.083,17
206006,bmc,cdac,19,5,36.466,18
206006,bmc,cdac,20,4,39.198,19
206006,bmc,cdac,21,5,43.395,20
206006,bmc,cdac,22,5,41.834,21
206006,bmc,cdac,23,5,45.105,22
206006,bmc,cdac,24,5,41.221,23
206006,bmc,cdac,25,5,38.989,24
206006,bmc,cdac,26,5,49.328,25
206006,bmc,cdac,27,5,41.794,26
206006,bmc,cdac,28,5,44.173,27
206006,bmc,cdac,29,5,42.177,28
206006,bmc,cdac,30,5,44.648,29
206006,bmc,cdac,31,5,47.483,30
206007,bmc,swiftkey,2,4,12.062222,1
206007,bmc,swiftkey,3,5,19.522,2
206007,bmc,swiftkey,4,3,18.29625,3
206007,bmc,swiftkey,5,4,28.044,4
206007,bmc,swiftkey,6,3,31.035,5
206007,bmc,swiftkey,7,5,33.553,6
206007,bmc,swiftkey,8,5,40.02,7
206007,bmc,swiftkey,9,5,41.794,8
206007,bmc,swiftkey,10,5,33.782,9
206007,bmc,swiftkey,11,4,36.915,10
206007,bmc,swiftkey,12,4,42.236,11
206007,bmc,swiftkey,13,4,37.802,12
206007,bmc,swiftkey,14,5,38.157,13
206007,bmc,swiftkey,15,5,38.35,14
206007,bmc,swiftkey,16,2,33.079,15
206007,bmc,swiftkey,17,4,35.78,16
206007,bmc,swiftkey,18,3,28.227,17
206007,bmc,swiftkey,19,5,32.101,18
206007,bmc,swiftkey,20,5,36.92,19
206007,bmc,swiftkey,21,5,37.243,20
206007,bmc,swiftkey,22,5,36.861,21
206007,bmc,swiftkey,23,5,39.92,22
206007,bmc,swiftkey,24,5,32.703,23
206007,bmc,swiftkey,25,5,35.999,24
206007,bmc,swiftkey,26,5,30.138,25
206007,bmc,swiftkey,27,5,28.088,26
206007,bmc,swiftkey,28,5,30.294,27
206007,bmc,swiftkey,29,5,38.421,28
206007,bmc,swiftkey,30,5,39.231111,29
206007,bmc,swiftkey,31,5,37.811,30
206008,bmc,sparsh,2,4,27.261111,1
206008,bmc,sparsh,3,4,33.387,2
206008,bmc,sparsh,4,4,33.41,3
206008,bmc,sparsh,5,4,39.549,4
206008,bmc,sparsh,6,4,34.317,5
206008,bmc,sparsh,7,4,35.193333,6
206008,bmc,sparsh,8,4,36.958,7
206008,bmc,sparsh,9,5,29.716,8
206008,bmc,sparsh,10,4,33.886,9
206008,bmc,sparsh,11,5,37.12,10
206008,bmc,sparsh,12,4,38.429,11
206008,bmc,sparsh,13,4,42.612,12
206008,bmc,sparsh,14,4,36.492222,13
206008,bmc,sparsh,15,4,47.222,14
206008,bmc,sparsh,16,4,35.189,15
206008,bmc,sparsh,17,4,45.497,16
206008,bmc,sparsh,18,4,45.293,17
206008,bmc,sparsh,19,4,42.039,18
206008,bmc,sparsh,20,5,42.41,19
206008,bmc,sparsh,21,5,44.679,20
206008,bmc,sparsh,22,5,44.513,21
206008,bmc,sparsh,23,4,55.202,22
206008,bmc,sparsh,24,4,38.268,23
206008,bmc,sparsh,25,3,43.04,24
206008,bmc,sparsh,26,5,48.896,25
206008,bmc,sparsh,27,4,49.957,26
206008,bmc,sparsh,28,5,49.123,27
206008,bmc,sparsh,29,5,47.712,28
206008,bmc,sparsh,30,5,53.273,29
206008,bmc,sparsh,31,5,51.659,30
206009,bmc,cdac,2,2,19.212,1
206009,bmc,cdac,3,2,20.882,2
206009,bmc,cdac,4,2,24.455,3
206009,bmc,cdac,5,2,29.097,4
206009,bmc,cdac,6,4,28.875,5
206009,bmc,cdac,7,4,29.915,6
206009,bmc,cdac,8,5,33.991,7
206009,bmc,cdac,9,2,29.623,8
206009,bmc,cdac,10,5,35.534,9
206009,bmc,cdac,11,4,32.721,10
206009,bmc,cdac,12,5,36.475,11
206009,bmc,cdac,13,4,34.684,12
206009,bmc,cdac,14,5,39.2,13
206009,bmc,cdac,15,3,36.747,14
206009,bmc,cdac,16,5,37.404,15
206009,bmc,cdac,17,5,36.839,16
206009,bmc,cdac,18,5,37.468,17
206009,bmc,cdac,19,5,44.819,18
206009,bmc,cdac,20,4,35.746,19
206009,bmc,cdac,21,5,37.589,20
206009,bmc,cdac,22,5,38.204,21
206009,bmc,cdac,23,5,41.237,22
206009,bmc,cdac,24,5,40.037,23
206009,bmc,cdac,25,5,41.41,24
206009,bmc,cdac,26,5,38.929,25
206009,bmc,cdac,27,5,36.161,26
206009,bmc,cdac,28,5,34.15,27
206009,bmc,cdac,29,4,43.703,28
206009,bmc,cdac,30,4,35.719,29
206009,bmc,cdac,31,5,40.922,30
207001,bmc,cdac,2,5,22.465,1
207001,bmc,cdac,3,5,28.746,2
207001,bmc,cdac,4,5,28.495,3
207001,bmc,cdac,5,4,28.887778,4
207001,bmc,cdac,6,5,27.703,5
207001,bmc,cdac,7,5,31.099,6
207001,bmc,cdac,8,4,36.825,7
207001,bmc,cdac,9,5,32.354,8
207001,bmc,cdac,10,5,30.827,9
207001,bmc,cdac,11,5,37.979,10
207001,bmc,cdac,12,5,40.19,11
207001,bmc,cdac,13,5,44.81,12
207001,bmc,cdac,14,5,38.584,13
207001,bmc,cdac,15,5,40.598,14
207001,bmc,cdac,16,5,40.257,15
207001,bmc,cdac,17,5,41.82,16
207001,bmc,cdac,18,5,41.263,17
207001,bmc,cdac,19,5,41.048,18
207001,bmc,cdac,20,5,41.711,19
207001,bmc,cdac,21,5,49.68,20
207001,bmc,cdac,22,5,44.055,21
207001,bmc,cdac,23,5,43.528,22
207001,bmc,cdac,24,5,48.53,23
207001,bmc,cdac,25,5,46.97,24
207001,bmc,cdac,26,5,40.745,25
207001,bmc,cdac,27,5,39.873,26
207001,bmc,cdac,28,5,44.761,27
207001,bmc,cdac,29,5,45.314,28
207001,bmc,cdac,30,5,52.551,29
207001,bmc,cdac,31,5,47.67,30
207002,bmc,cdac,2,3,15.009,1
207002,bmc,cdac,3,4,16.791111,2
207002,bmc,cdac,4,4,20.15,3
207002,bmc,cdac,5,4,19.89,4
207002,bmc,cdac,6,4,19.011111,5
207002,bmc,cdac,7,5,23.699,6
207002,bmc,cdac,8,5,21.983333,7
207002,bmc,cdac,9,4,23.709,8
207002,bmc,cdac,10,4,29.89,9
207002,bmc,cdac,11,5,30.978,10
207002,bmc,cdac,12,3,32.147,11
207002,bmc,cdac,13,4,30.288,12
207002,bmc,cdac,14,5,33.225,13
207002,bmc,cdac,15,4,27.472,14
207002,bmc,cdac,16,5,31.348,15
207002,bmc,cdac,17,5,36.259,16
207002,bmc,cdac,18,5,32.028,17
207002,bmc,cdac,19,5,30.265,18
207002,bmc,cdac,20,5,36.551,19
207002,bmc,cdac,21,5,33.245,20
207002,bmc,cdac,22,5,29.684444,21
207002,bmc,cdac,23,5,38.896,22
207002,bmc,cdac,24,4,33.543,23
207002,bmc,cdac,25,5,36.206,24
207002,bmc,cdac,26,5,35.903,25
207002,bmc,cdac,27,5,32.015,26
207002,bmc,cdac,28,5,28.643,27
207002,bmc,cdac,29,5,35.792,28
207002,bmc,cdac,30,5,32.552,29
207002,bmc,cdac,31,5,32.729,30
207003,bmc,sparsh,2,4,14.025,1
207003,bmc,sparsh,3,4,16.857,2
207003,bmc,sparsh,4,3,16.458,3
207003,bmc,sparsh,5,3,18.79,4
207003,bmc,sparsh,6,4,18.813,5
207003,bmc,sparsh,7,4,19.46,6
207003,bmc,sparsh,8,4,21.254,7
207003,bmc,sparsh,9,5,24.558,8
207003,bmc,sparsh,10,4,25.25,9
207003,bmc,sparsh,11,5,30.442,10
207003,bmc,sparsh,12,4,32.009,11
207003,bmc,sparsh,13,5,29.7,12
207003,bmc,sparsh,14,3,32.382,13
207003,bmc,sparsh,15,5,33.378,14
207003,bmc,sparsh,16,5,28.577,15
207003,bmc,sparsh,17,5,41.526,16
207003,bmc,sparsh,18,5,32.973,17
207003,bmc,sparsh,19,5,33.544,18
207003,bmc,sparsh,20,5,39.813,19
207003,bmc,sparsh,21,5,31.342,20
207003,bmc,sparsh,22,5,37.939,21
207003,bmc,sparsh,23,5,34.32,22
207003,bmc,sparsh,24,5,34.493,23
207003,bmc,sparsh,25,5,36.369,24
207003,bmc,sparsh,26,5,30.348,25
207003,bmc,sparsh,27,5,31.696,26
207003,bmc,sparsh,28,5,29.088,27
207003,bmc,sparsh,29,5,40.309,28
207003,bmc,sparsh,30,5,34.659,29
207003,bmc,sparsh,31,5,40.799,30
208001,bmc,swiftkey,2,4,15.358,1
208001,bmc,swiftkey,3,5,22.18,2
208001,bmc,swiftkey,4,3,18.188,3
208001,bmc,swiftkey,5,4,26.787,4
208001,bmc,swiftkey,6,5,31.376,5
208001,bmc,swiftkey,7,4,25.704,6
208001,bmc,swiftkey,8,5,34.417,7
208001,bmc,swiftkey,9,4,32.671,8
208001,bmc,swiftkey,10,4,35.504,9
208001,bmc,swiftkey,11,4,31.669,10
208001,bmc,swiftkey,12,4,30.908,11
208001,bmc,swiftkey,13,4,34.519,12
208001,bmc,swiftkey,14,4,34.819,13
208001,bmc,swiftkey,15,4,31.975,14
208001,bmc,swiftkey,16,4,31.749,15
208001,bmc,swiftkey,17,4,40.037,16
208001,bmc,swiftkey,18,5,47.05,17
208001,bmc,swiftkey,19,4,41.667,18
208001,bmc,swiftkey,20,5,41.69,19
208001,bmc,swiftkey,21,4,43.955,20
208001,bmc,swiftkey,22,5,43.023,21
208001,bmc,swiftkey,23,5,40.407,22
208001,bmc,swiftkey,24,5,40.694,23
208001,bmc,swiftkey,25,4,46.679,24
208001,bmc,swiftkey,26,5,37.038,25
208001,bmc,swiftkey,27,5,50.524,26
208001,bmc,swiftkey,28,5,37.641,27
208001,bmc,swiftkey,29,5,44.601,28
208001,bmc,swiftkey,30,4,48.567,29
208001,bmc,swiftkey,31,5,62.053,30
208002,bmc,cdac,2,5,15.714,1
208002,bmc,cdac,3,5,17.954,2
208002,bmc,cdac,4,5,19.897,3
208002,bmc,cdac,5,5,23.602,4
208002,bmc,cdac,6,5,22.196667,5
208002,bmc,cdac,7,5,24.521,6
208002,bmc,cdac,8,5,23.522,7
208002,bmc,cdac,9,5,23.608,8
208002,bmc,cdac,10,5,26.921,9
208002,bmc,cdac,11,5,24.929,10
208002,bmc,cdac,12,5,31.142,11
208002,bmc,cdac,13,5,30.002,12
208002,bmc,cdac,14,5,33.92,13
208002,bmc,cdac,15,5,34.181,14
208002,bmc,cdac,16,5,29.435,15
208002,bmc,cdac,17,5,39.546,16
208002,bmc,cdac,18,5,37.789,17
208002,bmc,cdac,19,5,36.596,18
208002,bmc,cdac,20,5,36.052,19
208002,bmc,cdac,21,5,37.63,20
208002,bmc,cdac,22,5,37.085,21
208002,bmc,cdac,23,5,47.139,22
208002,bmc,cdac,24,5,40.357,23
208002,bmc,cdac,25,5,40.998,24
208002,bmc,cdac,26,5,40.929,25
208002,bmc,cdac,27,5,41.753,26
208002,bmc,cdac,28,5,41.474,27
208002,bmc,cdac,29,5,36.929,28
208002,bmc,cdac,30,5,42.792,29
208002,bmc,cdac,31,5,44.32,30
208003,bmc,cdac,2,5,20.851,1
208003,bmc,cdac,3,5,26.725,2
208003,bmc,cdac,4,4,33.288,3
208003,bmc,cdac,5,2,30.641,4
208003,bmc,cdac,6,3,34.737,5
208003,bmc,cdac,7,5,32.154,6
208003,bmc,cdac,8,4,34.707,7
208003,bmc,cdac,9,4,33.79,8
208003,bmc,cdac,10,4,38.282,9
208003,bmc,cdac,11,5,40.301,10
208003,bmc,cdac,12,4,40.017,11
208003,bmc,cdac,13,5,40.446,12
208003,bmc,cdac,14,5,41.098,13
208003,bmc,cdac,15,5,42.959,14
208003,bmc,cdac,16,5,41.071,15
208003,bmc,cdac,17,4,38.698,16
208003,bmc,cdac,18,5,40.9,17
208003,bmc,cdac,19,5,46.61,18
208003,bmc,cdac,20,5,50.422,19
208003,bmc,cdac,21,5,52.943,20
208003,bmc,cdac,22,5,45.338,21
208003,bmc,cdac,23,5,53.182,22
208003,bmc,cdac,24,5,50.438,23
208003,bmc,cdac,25,5,49.584,24
208003,bmc,cdac,26,5,51.169,25
208003,bmc,cdac,27,5,49.922,26
208003,bmc,cdac,28,5,49.731,27
208003,bmc,cdac,29,5,56.313,28
208003,bmc,cdac,30,5,54.749,29
208003,bmc,cdac,31,5,51.582,30
208004,bmc,sparsh,2,4,24.614,1
208004,bmc,sparsh,3,3,25.51,2
208004,bmc,sparsh,4,2,30.462,3
208004,bmc,sparsh,5,3,32.441111,4
208004,bmc,sparsh,6,5,32.836,5
208004,bmc,sparsh,7,4,29.342,6
208004,bmc,sparsh,8,5,38.228,7
208004,bmc,sparsh,9,5,36.607,8
208004,bmc,sparsh,10,5,40.399,9
208004,bmc,sparsh,11,5,38.226,10
208004,bmc,sparsh,12,4,40.014,11
208004,bmc,sparsh,13,5,35.59,12
208004,bmc,sparsh,14,5,35.016,13
208004,bmc,sparsh,15,5,36.644,14
208004,bmc,sparsh,16,5,41.529,15
208004,bmc,sparsh,17,5,46.869,16
208004,bmc,sparsh,18,5,42.549,17
208004,bmc,sparsh,19,4,44.966,18
208004,bmc,sparsh,20,5,47.052,19
208004,bmc,sparsh,21,5,44.332,20
208004,bmc,sparsh,22,5,42.919,21
208004,bmc,sparsh,23,5,48.595,22
208004,bmc,sparsh,24,5,50.565,23
208004,bmc,sparsh,25,5,48.294,24
208004,bmc,sparsh,26,5,43.672,25
208004,bmc,sparsh,27,4,48.217,26
208004,bmc,sparsh,28,4,47.898,27
208004,bmc,sparsh,29,5,43.75,28
208004,bmc,sparsh,30,5,47.384,29
208004,bmc,sparsh,31,5,50.848,30
208005,bmc,swc,2,2,11.91,1
208005,bmc,swc,3,2,15.705,2
208005,bmc,swc,4,4,21.488,3
208005,bmc,swc,5,4,24.67,4
208005,bmc,swc,6,2,20.7,5
208005,bmc,swc,7,4,26.092,6
208005,bmc,swc,8,2,29.621,7
208005,bmc,swc,9,4,36.063,8
208005,bmc,swc,10,2,35.288,9
208005,bmc,swc,11,4,34.015,10
208005,bmc,swc,12,3,35.781,11
208005,bmc,swc,13,5,33.91,12
208005,bmc,swc,14,4,34.88,13
208005,bmc,swc,15,2,32.65,14
208005,bmc,swc,16,5,33.649,15
208005,bmc,swc,17,2,39.69,16
208005,bmc,swc,18,5,38.31,17
208005,bmc,swc,19,2,36.979,18
208005,bmc,swc,20,4,32.194,19
208005,bmc,swc,21,2,37.531,20
208005,bmc,swc,22,4,42.806,21
208005,bmc,swc,23,2,36.845,22
208005,bmc,swc,24,5,40.068,23
208005,bmc,swc,25,3,42.148889,24
208005,bmc,swc,26,3,39.61,25
208005,bmc,swc,27,5,39.237,26
208005,bmc,swc,28,2,41.158,27
208005,bmc,swc,29,5,45.304,28
208005,bmc,swc,30,4,40.859,29
208005,bmc,swc,31,5,44.55,30
208006,bmc,sparsh,2,4,20.102,1
208006,bmc,sparsh,3,4,21.323,2
208006,bmc,sparsh,4,4,19.507,3
208006,bmc,sparsh,5,5,20.037778,4
208006,bmc,sparsh,6,5,22.934,5
208006,bmc,sparsh,7,4,25.995,6
208006,bmc,sparsh,8,5,25.695,7
208006,bmc,sparsh,9,5,24.836,8
208006,bmc,sparsh,10,5,25.211,9
208006,bmc,sparsh,11,5,24.604,10
208006,bmc,sparsh,12,5,27.1,11
208006,bmc,sparsh,13,5,30.777,12
208006,bmc,sparsh,14,5,31.873,13
208006,bmc,sparsh,15,5,22.579,14
208006,bmc,sparsh,16,5,29.849,15
208006,bmc,sparsh,17,5,32.883,16
208006,bmc,sparsh,18,5,27.807,17
208006,bmc,sparsh,19,5,27.125,18
208006,bmc,sparsh,20,5,31.662,19
208006,bmc,sparsh,21,5,35.196,20
208006,bmc,sparsh,22,5,32.573,21
208006,bmc,sparsh,23,5,30.976,22
208006,bmc,sparsh,24,5,36.055,23
208006,bmc,sparsh,25,5,39.43,24
208006,bmc,sparsh,26,5,32.815,25
208006,bmc,sparsh,27,5,34.146,26
208006,bmc,sparsh,28,5,38.16,27
208006,bmc,sparsh,29,5,43.636,28
208006,bmc,sparsh,30,5,35.789,29
208006,bmc,sparsh,31,5,37.441,30
208007,bmc,swc,2,3,14.646,1
208007,bmc,swc,3,3,20.738,2
208007,bmc,swc,4,3,22.925,3
208007,bmc,swc,5,4,26.776,4
208007,bmc,swc,6,3,27.164,5
208007,bmc,swc,7,4,29.146,6
208007,bmc,swc,8,4,31.798,7
208007,bmc,swc,9,5,34.578,8
208007,bmc,swc,10,5,28.426667,9
208007,bmc,swc,11,5,34.403,10
208007,bmc,swc,12,5,34.185,11
208007,bmc,swc,13,4,31.955,12
208007,bmc,swc,14,5,37.306,13
208007,bmc,swc,15,5,37.078,14
208007,bmc,swc,16,4,35.149,15
208007,bmc,swc,17,4,40.48,16
208007,bmc,swc,18,5,38.692,17
208007,bmc,swc,19,5,34.941,18
208007,bmc,swc,20,4,38.395,19
208007,bmc,swc,21,4,31.732,20
208007,bmc,swc,22,5,43.691,21
208007,bmc,swc,23,5,35.099,22
208007,bmc,swc,24,5,36.51,23
208007,bmc,swc,25,5,43.451,24
208007,bmc,swc,26,4,45.321,25
208007,bmc,swc,27,5,37.535,26
208007,bmc,swc,28,5,41.617,27
